Original,Adjusted
0,20.0153
0,-1.00436
0,-1.38512
6.71721,9.97878
12.8467,7.75722
0,10.5506
0,8.81148
8.70087,8.63554
0,19.3464
0,10.8523
0,-2.24959
36.7086,16.6086
16.1135,10.6709
2.96144,-0.8481
35.7786,35.2239
19.7277,-4.63386
9.75436,8.62837
0,8.9513
20.3319,8.54746
0,10.7001
0,9.12808
18.9761,10.2413
30.5745,23.7377
0,-0.967575
4.13932,1.38698
0,9.36384
7.01474,12.9206
0,6.43534
35.5714,27.1526
0,10.0473
38.0047,20.2876
53.1693,46.0949
41.929,30.7578
5.30872,-2.03386
7.93584,7.95533
0.558261,4.82181
0,2.37489
0,20.5801
13.0008,9.89231
21.4393,9.88129
75.713,50.8644
0,9.56728
2.76116,5.73392
0,9.24509
14.4098,3.89545
16.9815,-0.23029
64.4729,32.8497
4.44531,0.945951
7.11791,0.332436
0,11.9662
0,21.239
22.7507,2.15858
1.03892,11.8363
0,6.24866
16.7127,6.8902
23.3387,16.3668
39.8935,32.0505
0,16.2613
2.55818,11.7335
3.49474,-1.80243
15.7629,4.74074
3.98511,12.0068
43.2794,25.1859
0,5.73165
2.00128,11.0888
6.91211,8.61304
0,5.73344
0,10.1936
0.311929,2.83017
25.8855,4.41064
15.3492,5.09834
34.1678,29.29
10.9535,8.91972
0,11.5964
0,21.2487
44.6695,35.4285
0,4.84578
32.655,27.0148
10.0544,1.22479
0,2.84352
7.24734,8.59438
38.2738,9.01388
36.6589,16.69
0,8.83475
2.53845,5.05805
0,14.1144
0,5.79254
16.1203,17.6142
31.2268,22.1075
0,5.80578
1.27042,10.8862
0,1.96388
0,2.86136
0,10.0084
0,14.1454
0,3.93005
32.5774,22.7217
33.3611,22.99
27.743,25.934
0,9.38882
20.7985,6.51159
5.44302,12.5758
0,-4.29193
36.3002,19.399
5.17582,5.37346
0,9.28517
0,8.63392
3.26223,4.47297
9.03288,-2.80091
4.5003,5.35844
0,-0.449368
0,6.62217
0,7.39121
70.4648,20.251
0,7.34894
0,5.47056
5.11255,-4.18321
0,8.00658
3.6526,8.84048
74.918,45.64
1.20189,-2.15288
15.1046,6.50557
0,8.76663
9.54311,10.8395
28.6895,24.1424
0,3.32147
53.8108,33.9063
3.57981,-6.5456
0,10.8074
0,7.52402
0,22.5944
2.78939,7.75933
7.05567,7.22593
44.5818,42.5411
0,8.0152
14.1895,8.02271
21.585,17.1933
0,22.615
27.2521,15.9314
12.1012,20.3406
0,16.2222
16.9226,15.3427
15.1601,3.68668
0,9.3876
0,19.9574
11.6248,0.592114
0,-0.0735892
11.1423,15.8676
1.25147,-6.61764
0,9.94757
11.2967,4.41848
18.6967,10.5435
26.7777,13.0852
25.3841,14.995
0,11.3763
0,8.62998
39.8544,36.1967
41.1299,29.1015
17.6066,14.2213
0,7.52812
10.181,6.63755
0,9.54545
34.9185,16.5531
0,8.08388
0,14.8377
17.0232,6.84885
10.093,15.1979
6.84805,-1.51605
0,14.9727
0,1.19618
0,2.06221
36.104,11.7745
0,10.3827
0,2.6202
38.3653,22.2528
0,13.1208
35.3733,29.1277
0,10.5235
34.0863,23.4017
0,15.0639
3.87783,1.30173
0.747315,-6.94262
0,11.6106
0,7.4377
0,14.9849
9.15844,8.2529
3.85344,4.96923
20.1655,16.4407
0,3.96499
0,9.40769
0,0.208526
12.975,9.62983
4.93159,3.99353
2.64258,-2.33052
0.855244,4.1173
12.7937,12.7174
0,15.0308
0,11.0765
16.495,4.71172
15.3492,9.97328
26.4614,13.6475
48.7915,31.7321
0,12.6694
0,14.1035
21.1415,22.045
0,12.0432
1.49361,5.78907
0.273798,6.65701
8.09582,6.14419
28.2401,9.75284
50.844,38.6601
13.2012,11.957
13.8281,0.0583923
44.2026,29.6757
30.7346,13.4899
0,10.3423
0,4.48187
2.90762,-1.05418
20.1198,5.33367
0,12.1333
23.9973,16.4322
17.552,13.3175
0,19.7664
5.40634,15.4573
0,-1.82328
13.9012,8.8961
0,22.852
0,16.8125
14.1092,14.6211
0,9.76863
1.55822,11.589
0,13.0195
0,3.50616
0,18.1171
0.790451,2.46582
0,0.0399399
0.642169,12.5202
26.6245,2.55442
20.3955,18.3139
0,4.46464
0,1.5407
4.88384,14.4589
0,9.86686
0,6.13483
11.9778,3.20276
26.5183,14.5558
13.3915,4.34702
0,11.0588
4.05904,2.53066
28.1325,18.8344
13.2083,14.3702
21.2838,20.7798
0,17.3951
0,5.63938
7.64918,8.86914
0,11.7435
0,4.8555
0,16.0783
21.8612,22.6082
24.9438,16.77
0.00335466,7.78119
36.364,17.2096
0,6.23781
0,-4.20703
0,15.741
0,8.16077
0,-1.25655
13.6889,10.636
10.3144,11.6079
5.54251,15.7968
9.26706,13.3062
0,0.639452
0,1.00516
4.20704,7.84768
21.1895,5.35875
0.0737481,13.0651
0,7.8583
0,2.68077
15.1872,13.0391
0,6.86869
7.73026,1.257
0,23.0994
0,15.2748
0,13.9066
5.17777,1.73415
28.5905,15.6221
0,5.51776
9.35434,10.5759
5.63784,8.06492
27.3098,14.2724
10.9819,1.58105
23.2052,5.68656
0,8.33917
0,3.76427
1.96452,1.44881
22.2216,17.1071
23.9304,17.98
27.9482,13.7389
37.2634,8.05849
0,11.9394
0,7.78006
32.6088,20.7207
15.346,2.59667
19.7392,11.3728
4.68761,10.3945
0,12.871
15.5578,19.3344
13.9242,3.2292
5.7443,8.26303
0,17.3869
6.03932,17.5475
0,-0.294531
0.643142,4.87766
33.4845,23.2339
33.802,14.0889
53.8229,37.2595
29.8708,14.3528
0,1.49056
28.0373,18.9026
7.28008,10.8116
0,-1.75064
0,1.25061
7.95398,6.29916
36.8006,20.5234
0,11.0573
1.18487,4.97297
3.62214,7.99303
0,7.45912
0,14.4763
13.6722,16.7794
0,7.66308
0,7.43748
18.8144,14.36
0,11.1893
23.8743,13.779
0.182443,6.7488
0,17.0947
0,0.00200863
7.26823,-1.16789
13.6426,9.34897
0,14.8504
33.7215,18.7066
0,18.8127
0,8.79365
0,9.33244
10.5639,-7.01646
0,7.04865
40.3615,17.1969
0,19.1847
7.40612,3.07841
11.1341,7.57256
26.7974,-6.66486
0,0.823309
30.004,15.9909
0,7.08123
0,-6.38974
0,9.57703
0,12.1271
8.41577,19.7555
11.7082,5.26762
11.6387,19.8943
0,11.2903
45.419,32.5803
0,-2.34007
22.0968,15.5733
19.5143,11.9664
11.9441,1.60977
0.508215,2.06662
0,9.62068
9.50576,15.5673
13.0665,3.76378
0,13.4897
2.83233,8.26534
0,9.4227
0,13.2184
16.0327,13.5201
0,4.4233
31.348,17.2395
0,0.409731
19.6077,20.6392
0,8.45462
17.3275,11.5198
0,4.04815
0,7.31695
42.2404,26.1355
25.4194,15.085
0,7.79335
0,10.0386
14.4886,2.72142
0,18.5251
0,7.68677
0,1.97211
0,7.54083
44.1167,6.20344
0,3.7938
0,17.1552
53.6845,19.5571
2.89081,11.2004
0,-1.10144
0,14.2586
0,6.67312
0,5.92153
0,22.4149
2.28188,-4.06567
17.3158,14.7595
30.697,29.7639
5.43522,1.21754
33.0816,24.5923
6.43141,-0.242526
56.4774,33.4689
0,21.0723
6.80681,5.44029
40.4183,15.7548
0,10.7621
19.6734,7.14994
28.0181,12.0185
0,-1.53597
17.3856,17.1774
0,8.75406
0,15.1524
1.69482,-2.3693
17.4133,10.7991
0,6.47799
69.5705,44.5378
4.99107,13.9692
10.5588,2.64587
0,9.25308
24.0737,11.9798
28.0268,8.66381
0,1.69508
0,7.05485
19.4679,16.5661
5.61701,12.0633
62.4427,25.4602
10.0409,11.0059
0,4.29707
1.02934,9.19561
49.8899,20.0274
45.7248,21.5212
0,2.41984
0,21.1067
0,22.08
0,14.5825
0,15.1986
16.4927,21.2064
0,7.01406
11.0123,-1.99267
0,9.68071
6.89343,6.4664
3.12298,-1.91766
54.2761,34.0701
6.2157,13.212
7.93116,17.0177
0,15.9774
44.0588,29.1678
21.7663,10.7164
17.9277,12.5524
0,7.58009
1.82675,8.05548
0,-4.46982
0,8.65396
0,6.63343
4.3362,-3.54895
19.0357,-7.33763
1.4146,-3.7073
0,21.0017
0,-1.25567
26.1479,11.5775
17.4219,16.9576
0,4.56855
21.0116,11.6872
19.9379,7.33867
0,-1.50878
21.3502,23.6104
6.57117,-5.38579
11.7412,10.3132
0,-0.0648654
6.33725,6.95884
0,-2.08541
0,9.16554
0,13.4279
4.51904,4.14707
4.89722,7.74308
27.1878,27.443
19.005,-0.392086
7.92174,3.80248
0,13.5636
0,-4.3267
0,11.7817
0,18.0462
0,-5.81774
36.631,27.5528
10.4921,14.9595
38.7697,32.0373
0,14.2993
2.57356,1.30754
0,5.5689
0,16.6991
4.71374,-1.3662
0,12.177
42.741,22.6775
34.7373,22.9688
1.23515,12.15
94.9033,68.292
10.1668,5.47034
13.909,3.34645
0.0592354,6.62782
0,6.73822
39.4727,25.3498
5.90308,14.2901
0,16.0584
6.05602,17.5098
0,27.9628
37.5231,12.0583
0,12.1351
24.385,10.8228
0,10.5021
21.3082,12.9265
0,10.9706
0,29.3616
24.1391,12.5306
0,14.3155
2.55823,-2.29442
7.00687,19.4278
0,3.28209
0,10.6028
21.6889,14.1804
0.162271,2.90516
33.22,29.4577
1.90777,4.02809
11.8103,7.44437
38.8494,29.1705
0,12.0085
0,10.6686
1.19114,0.830636
21.4582,13.1922
17.9618,12.7179
14.3099,11.6209
11.7157,7.52816
1.11579,6.11348
0,14.6923
0,1.60982
16.7477,11.2863
0,11.5145
18.118,13.7882
0,10.2952
6.16238,6.74437
0,24.6597
0,15.0445
0,8.25243
0,1.54182
21.0272,18.961
11.8792,5.10425
41.1815,30.5505
15.2306,2.01884
0,3.65895
0,6.6529
0,17.6687
40.6454,27.803
14.108,3.33864
38.4991,30.5382
0,-3.39776
0,7.03158
10.9906,0.136284
12.3914,9.95906
0,-0.862153
40.8851,19.3455
13.8599,13.0619
0,3.31665
29.5674,17.1044
48.1745,35.2796
8.59844,4.0786
0,23.3528
0,16.7359
0,20.5536
16.6844,-8.26836
26.5842,31.3206
0,5.14293
0,-1.63913
0,24.2092
21.0094,16.4004
21.7091,23.4296
33.9394,21.4268
0,13.8299
1.00981,8.86891
21.5781,11.5754
0,14.3502
0,9.07214
0,3.14077
3.08049,0.0704635
0,9.94759
0,12.8377
0,-10.6737
0,14.3815
0,13.9084
0,14.6673
2.11247,1.158
0,1.98462
0,13.3687
11.3377,11.9757
0,12.9103
6.02815,2.40748
19.8079,17.7942
5.80094,16.3177
8.90187,-2.76446
0,21.6064
17.0375,12.7671
0,7.72572
25.3817,10.0549
14.0314,7.37208
0,2.13079
0,6.42423
4.21113,16.3898
64.3912,42.0248
36.4439,24.3178
53.6507,20.2882
21.352,17.5918
4.09119,18.1607
0,9.91472
0,-0.196826
0,14.8886
7.08669,4.05177
0,0.945058
41.0136,34.4644
16.3932,6.19624
26.7601,17.5038
50.9388,26.8523
0,6.14858
0,3.0151
28.0642,12.5016
36.8134,23.2633
0,17.9488
0,16.0486
0,7.145
0,18.1094
0,15.4081
3.32975,15.5085
2.86339,2.8775
0,18.2988
18.6318,13.0203
4.92449,-1.14523
30.2244,8.2515
15.8155,15.445
9.25959,-2.5795
28.6054,8.58607
77.135,41.9244
0.625237,3.63763
34.1237,32.6115
11.4984,3.34193
0,6.09771
18.0203,9.77353
0,9.0234
0,3.01541
6.52523,7.62069
0,5.73398
8.50361,4.95664
56.5931,17.9188
2.88597,2.8979
0,-10.333
0,7.55209
0,12.8907
0,30.2007
28.5045,20.1211
58.2033,28.1691
6.21717,13.1385
50.1647,23.4492
0,4.61505
14.1054,15.7652
0,-3.72989
15.4487,2.61504
0,11.0666
2.61058,0.892775
16.4013,3.63835
10.0591,10.3407
17.1726,5.60222
6.23196,8.45829
8.73806,2.61206
21.6389,13.8914
0,15.2556
21.485,17.9143
44.5785,31.7697
6.79887,8.47532
0,10.9765
0,12.3127
13.4128,12.9951
0,9.74114
12.6894,5.43756
0,7.98861
0,7.86317
17.8175,8.76666
20.3805,-18.7752
0,11.3616
0,23.1763
0,9.03518
12.8548,10.3489
12.2986,9.56018
27.9177,17.7286
0,7.74907
0,5.85629
0,2.66962
0,1.87665
22.7317,11.3996
7.79907,2.89371
14.1595,15.6617
0,12.5415
0,12.7186
7.36551,10.0762
0,11.2774
0,18.0749
4.03591,-3.71447
0,13.315
0,7.4539
1.66279,-6.48395
2.50958,3.12384
20.5952,13.4931
0,10.7776
0,5.99753
13.9024,12.252
23.786,15.5784
0,12.4557
4.07589,-0.571896
0,6.47693
40.9624,19.8962
25.0641,23.0378
0,13.1774
1.25025,7.79718
0,17.0616
0,2.31278
0.176883,1.43151
0,10.599
0,7.93173
29.7752,16.8032
21.5737,16.601
0,-2.64506
0,23.4032
0,5.45656
0,7.67547
41.5187,16.3842
0,3.77209
0,15.4071
0,6.57014
10.9081,1.63672
19.381,11.2142
38.3244,15.953
11.0537,8.22431
26.7459,16.0823
0,-2.78625
6.94291,1.95624
0,3.42358
5.51606,2.76112
6.9322,8.59302
7.7542,16.9819
0,4.35082
64.5876,25.6849
0,12.8114
0,8.60552
6.72053,-1.18683
0,20.7138
0,15.9156
58.8923,31.3258
0,16.6305
0,16.2547
2.75269,9.03383
7.23003,-0.511535
10.0923,16.2856
0,11.3161
47.032,24.1693
0,14.9238
0,8.16283
13.8479,14.4435
24.334,24.3069
21.01,18.6975
2.42318,10.4947
0,9.88194
0,2.16502
14.271,7.48921
2.94256,10.4037
16.8633,10.0957
16.7245,15.7878
12.6762,11.0946
5.66474,6.79403
0,6.49698
0,17.7271
7.34667,6.09903
7.36046,0.847174
6.89358,14.5629
27.5989,16.2171
38.2173,26.4786
29.1955,14.7849
11.5349,-0.335598
0,3.73798
0,21.4068
0.387771,-0.0170762
0.610202,1.80349
0,6.28562
24.758,8.8285
0,9.41671
0,3.4613
16.028,12.1737
9.54322,8.52179
2.35379,6.42673
0,12.3023
27.1752,3.64174
48.2021,33.9475
9.80729,12.9702
0,7.07064
13.1761,12.227
28.5088,13.6318
13.9952,3.28965
0,8.04411
8.03831,-8.89837
22.2341,8.56147
0,9.90492
0,7.08782
0,16.9684
20.9902,13.0878
0,9.40312
0,4.18872
30.7791,17.6851
10.2831,11.441
0,2.56928
21.0058,7.84526
21.7047,6.7491
16.7869,6.03143
5.65984,4.95621
0,8.19507
9.18047,2.46914
0,7.08653
1.91774,5.58345
11.7462,4.77832
14.1945,8.68784
0,2.22304
18.74,23.4935
0,4.76516
0,8.57568
0,10.4733
34.8008,24.7126
31.673,21.2247
20.6235,10.3817
8.21129,7.88356
17.7153,11.5893
15.6281,-2.56434
0,-0.402032
10.9522,-0.973755
3.22867,-2.38932
13.0431,9.24826
0,21.4961
4.8939,-0.488506
43.8646,22.0214
37.7222,19.9706
0,15.3565
44.2152,27.2965
8.90813,4.79649
63.3079,47.5107
0,18.7216
0,20.1938
0,8.26482
0,9.61865
0,10.3521
15.0597,4.8984
0,7.97894
16.6809,23.7791
16.7808,16.7141
0,3.77942
0,-1.01534
9.9199,0.18347
27.5304,19.0942
24.3367,5.64951
0,9.05245
39.0293,16.2149
23.1933,7.27312
0,-2.29938
0,13.1477
0,-1.35702
0,12.426
18.63,1.5407
0,28.2629
0,9.37755
0,5.50734
0,13.5604
17.1798,11.4466
2.30603,-5.8724
7.27569,7.77776
27.9858,23.663
16.5488,9.50583
16.2424,13.6346
3.15255,3.206
6.7601,1.56949
1.17008,-3.53831
0,0.84271
1.13012,-3.94435
0,16.059
22.1515,8.97042
0,1.72433
15.0459,10.3569
0,1.79901
13.8216,12.5542
14.8257,12.4394
28.8429,18.924
28.0514,13.2898
1.31695,2.28403
30.6979,13.8447
0,14.5136
16.5132,5.26629
36.0528,11.4185
25.9339,18.2555
0,16.4127
0,8.95452
78.8264,26.5648
8.536,3.67915
21.6027,15.5555
0,12.3554
0,6.10207
3.86987,1.90317
20.6131,5.30686
2.56508,15.3877
0,1.95107
0,20.6417
0,15.6554
51.7626,35.6606
0,10.8326
0,6.24712
0,-1.51136
0,7.57493
0,5.88579
4.77631,4.16816
2.1498,-8.58217
0,5.10399
0,11.4225
0,12.7401
13.1532,12.4069
0,3.91986
11.6377,10.407
2.19644,3.02863
0,12.5406
0,7.35911
28.0366,12.1403
24.572,12.9411
0,7.47929
0,8.3064
0,1.71355
0,7.15515
0,7.58905
0,14.9197
0,3.75145
0,7.72416
0,26.2854
6.28749,13.5498
0,6.26854
4.2981,-3.71593
13.6607,13.177
0,10.945
0,11.8996
56.7695,44.4377
11.1398,6.16024
0,3.57173
19.6638,18.5912
25.3399,12.1191
2.72264,11.3908
43.7026,37.242
0,5.92914
0,4.60114
35.7345,25.0205
0,16.5965
5.57224,-1.13889
0,14.8925
0.337685,-2.10242
0,5.37141
36.3033,19.5297
2.86078,0.7437
11.2555,-2.8333
12.1327,1.31387
21.2249,18.7006
0,-0.317228
0,-2.07719
22.3781,11.0594
0,1.5626
28.9144,11.8944
13.7946,12.9713
5.34278,12.7732
0,1.52711
0,17.4359
0.122912,0.184586
37.7782,12.7591
0,16.577
32.1831,17.5555
0,8.67351
0,-1.64543
0,9.46539
0,11.5725
24.3563,10.7272
16.5126,6.01103
0,8.71724
0,28.0194
0,13.7497
0,0.143863
26.6399,21.5879
28.9724,6.73764
17.9012,12.8637
14.4625,6.91906
22.9691,17.7482
0,11.626
0,10.1454
0,8.28243
36.7778,21.4249
6.76981,18.4806
0,-6.91471
0,2.48822
0,-0.382495
0,13.7283
0,5.73389
41.1416,26.3991
0.0916645,-1.43045
33.4976,9.39426
0,7.61776
0,15.4363
0,-0.277165
0,11.9334
3.95377,2.13294
0,13.8512
10.3147,10.6314
0,3.93444
0,2.07858
11.0956,10.3715
9.78471,10.9677
0,0.209945
0,7.64015
0,8.52307
0,6.48718
0,7.44099
5.52056,2.12167
0,11.0182
1.81522,3.90861
0.198024,-0.492621
3.2271,3.94533
0,1.09526
17.2156,14.0615
8.69306,9.23052
0,8.17126
0,8.70004
18.1454,13.4342
0,21.2036
26.3656,18.2351
0,-2.14721
12.7996,9.42603
0,7.08127
8.27393,16.2323
0,5.88799
15.0598,11.9373
8.83399,3.13079
0,13.0737
0,7.91043
28.5384,11.0672
22.445,19.1748
16.6714,8.99682
0,12.2138
28.3869,23.3994
0,15.3948
25.9027,17.4451
0,12.6643
0,17.2374
0,14.3602
0,15.1234
0,9.24254
0,-1.62784
5.70663,2.77778
0,21.7785
0,5.29191
3.61651,16.8784
27.1133,13.9666
6.20095,-0.0606453
23.2079,12.2281
0,3.05799
0,11.509
5.55542,5.55656
0,12.8082
43.8893,32.5209
47.4289,32.1401
0,20.2807
8.56498,-3.08107
0,18.4683
0,-0.603302
0,18.0655
27.3229,17.1959
14.0001,7.2977
10.3445,7.67128
0,4.83663
4.5222,5.72245
0,12.7369
30.1042,26.5964
0,11.7368
28.9133,15.3282
0,-2.15651
3.84155,9.76971
1.90371,5.30174
0.837795,2.02326
8.588,3.92551
20.241,15.2801
0,13.3044
0,6.95687
11.4983,3.58502
0,12.4566
0,0.788084
26.5514,23.2674
15.68,4.92951
19.3213,9.07736
0,-0.224734
6.79501,4.14466
8.47355,0.54812
6.07597,1.84246
1.78961,6.70844
0,-0.0164301
35.4166,15.031
0.559324,-9.40867
2.05491,-1.34225
5.71922,5.08355
0,13.266
35.8251,29.7338
0,12.5904
4.56175,1.80555
6.20565,1.44425
0,9.39451
39.3845,37.5687
0,13.3651
0,3.75522
11.2724,3.8156
9.17322,-0.371437
0,9.63507
0,10.7003
26.6362,13.5287
14.1953,7.35076
0,8.2772
11.3304,8.66486
0,12.6732
0,13.0982
22.2393,12.6371
0,7.17978
27.3022,15.562
0,6.81852
0,17.2569
0,7.97981
0,6.00157
10.8366,6.12599
0,10.1214
0,10.2243
16.0548,19.6569
20.1798,7.67847
14.6227,8.73885
14.0735,14.6076
13.051,12.4033
16.6674,11.0532
13.5193,8.55793
0,8.01733
0,12.178
79.1052,51.7464
10.3902,1.65386
6.41768,7.9175
4.84661,-3.64971
0,11.9663
0,-2.05458
14.0733,-7.5517
27.7587,20.0971
20.2947,18.5754
0,5.52794
4.46341,-7.96309
35.402,9.16226
0,-4.2995
2.43135,7.03374
0.87649,4.29191
10.4883,10.1959
0,2.43871
4.56143,3.30711
0,5.68784
0,12.7817
7.63839,15.4054
0,0.336576
29.4862,18.0111
26.9993,20.9231
9.31537,0.643529
6.45752,7.39488
33.1796,15.6085
19.5838,9.41394
0.755509,-0.853837
5.28471,4.00846
15.7684,2.41188
55.6002,37.7312
0,27.3492
0,-0.0504516
0,19.9691
1.74687,2.52203
0,-5.44462
0,15.9967
0,-4.95857
0,2.52959
0,3.29267
0,8.26688
0,14.0165
12.3008,3.02734
22.3743,-0.0518731
0,6.84338
16.8083,8.0585
0,6.17263
0,6.95548
11.947,0.865152
8.74014,3.33186
17.2551,20.4156
10.6655,14.7743
0,25.5634
0,1.42943
6.07559,-11.6902
0,15.9382
0,2.59577
0,-1.17274
0,2.59404
0,18.4893
16.0895,1.8647
0,9.95167
0,15.4396
0,14.1046
2.93696,4.6147
0,1.21583
5.7979,10.8316
1.40224,7.1276
0,1.49612
0,2.2914
0,-6.20844
0,10.556
0,3.01996
34.1059,15.4918
0,21.7672
15.9138,-1.33872
0,7.34923
13.2757,5.89767
0,11.4138
0,10.0604
0,5.74003
30.4195,21.6838
24.5368,18.8511
29.4803,17.2897
27.8613,9.4287
32.9617,15.6652
38.7657,20.6774
0,13.6671
13.6969,12.6375
0,2.44719
0,4.02534
0,7.16506
14.7507,12.4788
0,11.0347
31.0303,22.5265
9.88649,11.9045
0,9.1756
9.78031,-2.30234
10.135,8.00473
0,5.79772
9.51547,15.9143
0,3.34219
0,11.5368
0,3.44698
16.2023,11.6453
0,1.48069
0,11.9946
7.0783,3.83441
46.9232,21.9786
8.44298,2.61787
0,14.6266
0,25.9045
0,19.0611
0,12.3293
8.53122,3.24944
0,19.8049
0,4.56875
24.1365,15.486
26.9781,23.1922
2.01962,6.18237
0,17.2597
17.611,5.56556
12.5009,4.82147
0,11.9089
0,13.2757
0,6.6824
7.36258,9.15821
14.8291,-0.279516
53.3301,34.2091
27.558,27.5301
24.9403,19.3462
11.8846,14.413
0,15.1341
0,22.9174
32.6593,18.1988
12.5261,20.0316
2.23205,-6.67185
8.18438,9.92099
6.4595,1.34732
0,9.85066
0,11.3153
0,-2.67243
0,2.1315
0.259284,1.22423
0.776379,-1.43446
23.7084,20.7413
0,6.51798
0,-9.39217
0,3.75383
10.2176,10.8581
6.59239,1.93114
0,16.7384
0,8.85603
0,2.24304
5.19182,3.0389
11.932,14.9842
0,-3.28079
0,1.08562
0,-0.45357
14.4273,16.4151
0,11.2126
0,5.65587
0.855469,-7.46114
9.10509,7.7914
22.2927,14.7885
12.1501,6.15776
7.46951,-2.92209
34.257,11.0947
13.1608,10.5973
26.2455,15.9309
11.4583,10.3836
0,15.0108
3.61831,5.21186
22.8221,17.1999
0,11.0211
13.6819,1.57469
0,-13.0205
0,16.7695
10.8258,2.28123
7.66884,8.38988
5.65597,3.87985
4.40423,7.94363
0,17.4299
3.51462,9.34019
0,6.70844
9.45667,6.93498
0,9.48785
0,8.4239
22.6953,15.7913
0,3.1687
0,11.8162
20.5964,10.6011
22.0316,12.3528
0,13.3035
0,5.65938
40.4557,24.4903
0,13.0587
21.0327,4.5183
8.10827,15.2918
33.7791,21.9278
22.9828,20.2311
20.506,20.4466
0,2.09068
19.6287,14.6215
0.855093,10.6127
0,13.662
0.729014,1.11635
11.1795,6.73775
0,-1.52262
9.99377,4.61165
2.12238,0.676942
0.0755216,8.54214
11.0121,4.39977
21.8333,12.8405
30.3229,18.9962
23.4301,16.3934
0,12.3451
0,7.44922
16.1174,9.1184
7.48756,9.02553
0,5.35227
9.85771,-3.05879
0,13.6277
0,2.94574
0,-6.20642
0,-0.88983
2.21327,8.06199
0.282851,12.5983
8.525,-2.44504
36.465,18.9572
13.4316,21.2229
21.4348,13.377
0,9.3064
0,20.4222
34.0036,35.8426
2.33021,-2.26253
0,9.65251
25.8074,15.4123
11.5365,14.4705
3.32409,2.60313
5.3946,11.3736
0,-0.729539
0,9.63997
0,3.5383
18.5854,20.3704
0,11.581
0,7.26422
30.1428,13.3531
17.8428,9.6864
0,14.9291
5.31003,1.16087
28.9811,19.9622
16.5473,20.2385
14.308,2.13542
33.0423,21.9314
0,5.8126
0,11.5975
8.97376,4.37115
29.4487,19.102
44.1824,26.9789
6.96949,7.42616
0,12.701
15.9948,15.4192
0,19.7565
0,10.3496
44.0073,18.2137
9.94347,0.778147
6.71091,9.53801
0,12.5383
0,8.2793
40.2277,14.9912
4.63907,2.11632
0,11.9935
42.4409,28.8592
0,8.35403
0,9.46378
16.4103,28.0953
0,7.00908
11.4918,2.40955
9.64386,2.94
13.2714,0.805889
35.2259,21.3102
0,17.6021
0,8.88172
37.0778,21.3041
0,13.8462
0,5.80325
0,9.91067
1.793,1.2921
0,5.29098
0,7.10537
2.14086,1.39898
0,13.3878
34.7509,18.7283
34.456,20.2148
0,8.45734
28.382,20.3295
0,9.90884
0,11.68
0,18.2952
6.93699,5.77689
37.2651,24.5486
7.10193,10.8733
0,13.7786
13.828,10.4604
0,12.0152
0,7.90372
0,7.11496
5.61609,4.12441
3.79876,6.72573
0,3.88458
0,7.14243
15.5867,14.9854
0,11.3573
3.7234,5.12329
8.40571,7.93631
22.0992,15.5393
0,2.72144
0,7.67071
8.63524,13.3824
0,5.89389
16.3896,9.34835
0,-4.57877
0,11.4692
5.77703,3.31643
1.05693,1.5077
0,12.1705
0,12.4698
2.14916,-2.72923
0,9.8937
19.6074,5.77092
0,16.8892
0,6.73627
14.0034,13.8153
60.2469,47.0116
54.1606,35.7892
27.6757,2.99215
0,9.43875
7.49018,11.4797
8.39808,-1.87418
0,14.3689
34.5285,12.1517
0,10.2164
29.8093,24.9764
0,-1.78582
0,5.93937
5.47445,11.3585
0.548727,-4.46339
48.6542,14.2896
0,0.224345
0,3.16941
6.35392,8.43562
0,-1.31397
16.8184,13.9962
0,11.0207
3.84216,-7.01995
29.143,-2.04473
0,7.59746
26.2425,19.4329
30.1537,19.6388
12.4169,12.4867
24.8826,9.57314
6.61445,3.83914
18.511,4.80892
23.4147,13.3021
16.2482,5.36646
38.4947,4.37606
13.0423,14.5166
18.9826,16.9158
43.5281,18.5439
43.2004,17.2271
0,0.0479918
48.2081,22.2403
16.8797,8.84743
20.9641,10.3444
0,7.20984
0,7.76558
0,2.34355
0,14.5967
0,10.0599
29.8691,15.0883
0,2.64677
11.4837,0.666527
17.9863,13.1439
28.4342,20.2813
0,7.20636
0,15.8571
35.2128,18.6092
0,15.3111
1.74366,-2.65724
11.9706,9.89516
1.91547,-1.63936
11.1248,0.0116422
54.1341,35.8385
0,-0.472648
0,12.3867
9.17199,6.6083
20.6674,17.6611
0,2.04193
0,11.673
20.692,21.0221
0,5.50464
35.7945,10.5286
37.0517,10.661
0,14.9677
39.6026,21.4864
0,9.48409
18.5802,19.7827
0,3.88962
0,23.017
0,19.2687
7.48729,15.6768
0.290043,-7.65077
29.5601,26.1397
0,-2.56039
9.7488,11.4146
15.6359,7.86969
32.9393,17.8118
0,0.765252
0,-6.84505
0,6.44662
8.49716,4.47686
9.60152,14.0178
0,12.0599
0,11.1784
0,6.82507
15.5472,21.7747
38.2285,23.4056
11.6715,10.7447
0,11.2983
0,13.4866
0,18.6352
0,19.9525
0,13.3623
0,3.05052
0,2.09763
21.8662,26.5309
56.4192,35.2117
0,8.7849
0,21.7331
0,16.4141
0,13.1892
0,13.2157
0,7.84451
0,8.08985
3.84364,10.0255
0,4.6987
53.452,36.484
0,8.56151
0,-10.7001
27.5937,2.70309
0,12.1875
0,14.6175
0,12.0481
1.55717,2.4981
43.504,24.7433
